ingredients,title_directions
"'1 1/4 cups butter', '2 3/4 cups white sugar', '5 eggs', '1 teaspoon vanilla extract', '3 cups all-purpose flour', '1 teaspoon baking powder', '1/4 teaspoon salt', '1 cup milk', '1/4 teaspoon salt', '2 teaspoons hot water', '1 (7 ounce) jar marshmallow creme', '1/2 cup vegetable shortening', ""1/3 cup confectioners' sugar"", '1 teaspoon vanilla extract'","""Golden Pound Cake Twinkles""'Preheat oven to 350 degrees F (175 degrees C). Grease 2 12-cup ladyfinger cake pans or canoe pans.', 'Cream butter and white sugar in a bowl with an electric mixer until fluffy; mix in eggs and 1 teaspoon vanilla extract. Whisk flour, baking powder, and 1/4 teaspoon salt in a separate bowl; gradually mix flour mixture into butter mixture, a little at a time, alternating with milk to make a smooth batter. Spoon batter into prepared cake pans.', 'Bake in the preheated oven until the snack cakes are golden brown and set in the middle, about 20 minutes. Let snack cakes cool about 10 minutes before turning out to finish cooling on wire racks.', ""Dissolve 1/4 teaspoon of salt in hot water in a small bowl and set aside. Mix marshmallow creme, vegetable shortening, confectioners' sugar, and 1 teaspoon vanilla extract in a separate bowl. Beat with an electric mixer on high until filling is fluffy. Beat the salt solution into the filling. Pipe filling into cooled snack cakes."""
"'1 cup chopped walnuts', '1 (18.25 ounce) package yellow cake mix', '1 (3.4 ounce) package instant vanilla pudding mix', '4 eggs', '1/2 cup water', '1/2 cup vegetable oil', '1/2 cup dark rum', '1/2 cup butter', '1/4 cup water', '1 cup white sugar', '1/2 cup dark rum'","""Golden Rum Cake""'Preheat oven to 325 degrees F (165 degrees C). Grease and flour a 10 inch Bundt pan. Sprinkle chopped nuts evenly over the bottom of the pan.', 'In a large bowl, combine cake mix and pudding mix. Mix in the eggs, 1/2 cup water, oil and 1/2 cup rum. Blend well. Pour batter over chopped nuts in the pan.', 'Bake in the preheated oven for 60 minutes, or until a toothpick inserted into the cake comes out clean. Let sit for 10 minutes in the pan, then turn out onto serving plate. Brush glaze over top and sides. Allow cake to absorb glaze and repeat until all glaze is used.', 'To make the glaze:  in a saucepan, combine butter, 1/4 cup water and 1 cup sugar. Bring to a boil over medium heat and continue to boil for 5 minutes, stirring constantly. Remove from heat and stir in 1/2 cup rum.'"
"'1 (18.25 ounce) package yellow cake mix', '1 cup milk', '5 tablespoons all-purpose flour', '1 cup white sugar', '1/2 teaspoon salt', '1/2 cup shortening', '1/2 cup butter, softened', '1 teaspoon vanilla extract'","""Golden Sponge Cake""'Grease and flour a 9x13 inch pan. Line the bottom of pan with parchment paper. Prepare the cake mix according to directions on package. After baking, let cool completely. While cake is cooling, prepare the filling.', 'To Make The Filling: In a small saucepan over medium low heat, combine flour and milk. Cook, stirring constantly, until mixture thickens and boils. Remove from heat and cool completely.', 'In a small bowl, beat flour and milk mixture until fluffy. Add sugar and salt and beat well. Add shortening and beat well. Add butter and beat well. Add vanilla and incorporate thoroughly. Total mixing time should be 8 to 10 minutes, beating very well with each addition. This creates a light and fluffy filling.', 'Remove cake from pan and split lengthwise. Spread filling over layer and replace top layer. Cover with plastic wrap and refrigerate overnight. Let cake stand at least one day to develop flavor.'"
"'1 (18.25 ounce) package yellow cake mix', '4 eggs', '1 cup butter', ""2 cups confectioners' sugar"", '8 ounces cream cheese'","""Gooey Butter Cake I""'Preheat oven to 350 degrees F (175 degrees C). Butter one 9x13 inch cake pan.', ""Melt the butter slightly. Mix it with 2 of the eggs and cake mix. Pour batter into prepared pan. Mix the remaining 2 eggs with the cream cheese, and the confectioner's sugar. Pour this mixture evenly over the first mixture. Do not stir."", 'Bake at 350 degrees F (175 degrees C) for 45 minutes.'"
"'1/2 cup butter', '1 (18.25 ounce) package yellow cake mix', '3 eggs', '1 (8 ounce) package cream cheese', '1/2 teaspoon almond extract', ""4 cups confectioners' sugar""","""Gooey Butter Cake II""'Preheat oven to 350 degrees F (175 degrees C). Lightly grease one 9x13 inch cake pan.', 'Melt the butter or margarine. Stir melted butter or margarine along with 1 egg into the cake mix. Press into prepared pan.', ""In a large bowl mix cream cheese, almond extract, confectioner's sugar, and the remaining 2 eggs beat for 3 minutes with an electric mixer set on medium high speed. Spread over top of cake mixture."", 'Bake at 350 degrees F (175 degrees C) for 45 to 50 minutes and until browned on top. Allow cake to cool before cutting.'"
"'1 (18.25 ounce) package yellow cake mix', '1/2 cup butter, melted', '2 eggs', '1 teaspoon vanilla extract', '1 (8 ounce) package cream cheese', '2 eggs', '1 teaspoon vanilla extract', ""4 cups confectioners' sugar""","""Gooey Butter Cake III""'Preheat oven to 350 degrees F (175 degrees C).', 'Mix cake mix, melted butter or margarine, 1 teaspoon vanilla, and 2 eggs with a spoon.  Pat into a 9 X 13 inch pan.', ""Mix cream cheese, 2 eggs, and 1 teaspoon vanilla with an electric mixer.  Slowly beat in confectioner's sugar.  Pour over cake layer."", 'Bake for 40 to 45 minutes. Cool.'"
"'1/4 cup white sugar', '1/4 cup shortening', '1/4 teaspoon salt', '1 egg', '1 (0.6 ounce) cake compressed fresh yeast', '1/2 cup warm milk', '2 1/2 cups all-purpose flour', '1 tablespoon vanilla extract', '2 1/2 cups white sugar', '1 cup butter', '1/8 teaspoon salt', '1 egg', '1/4 cup light corn syrup', '2 1/4 cups all-purpose flour', '1/4 cup water', '1 tablespoon vanilla extract', ""1/4 cup confectioners' sugar for dusting""","""Gooey Butter Cake IV""'In a small mixing bowl, dissolve yeast in warm milk. Let stand until creamy, about 10 minutes.', 'Prepare a sweet dough by creaming 1/4 cup sugar with the shortening and 1/4 teaspoon salt. Add 1 egg and beat with electric mixer one minute until well blended. Add 2 1/2 cups flour, the yeast mixture and 1 tablespoon vanilla.  Mix three minutes with dough hook or with hands. Turn dough out on floured board and knead for one minute.  Place in a lightly greased bowl, cover with a towel and set in a warm place to rise for one hour.', 'While dough is rising, prepare the Gooey Butter Topping:  In a large bowl, combine 2 1/2 cups sugar, 1 cup butter and a pinch of salt.  Add 1 egg and the corn syrup. Mix enough to incorporate. Add 2 1/4 cups flour, 1/4 cup water and 1 teaspoon vanilla. Mix together well and set aside.', 'Divide dough into two pieces. Place each into a greased 9 inch round cake pan. Crimp edges halfway up sides of pans to keep the gooey butter topping from running out underneath. After dough is spread out, punch holes in dough with fork to keep it from bubbling when baking.', 'Divide Gooey Butter Topping into two equal parts. Spread over dough in each pan. Let cake stand for 20 minutes.', ""Preheat oven to 375 degrees F (190 degrees C). Bake cakes in preheated oven 30 minutes.  Do not overbake; the topping should stay gooey. After cakes are cool, sprinkle with confectioners' sugar."""
"'2 cups graham cracker crumbs', '3/4 cup ground pecans', '1/2 cup cake flour', '2 teaspoons baking powder', '1/4 teaspoon salt', '1 cup unsalted butter, softened', '1 cup packed light brown sugar', '3 egg yolks, room temperature', '2 teaspoons vanilla extract', '1 cup milk, lukewarm', '3 egg whites, room temperature', '1/4 cup white sugar', '2 tablespoons white sugar', '1 1/2 cups unsalted butter, softened', '1/2 cup packed dark brown sugar', '1/2 cup heavy whipping cream', ""3/4 cup confectioners' sugar"", '1/2 cup chopped pecans'","""Graham Cracker Cake I""'Preheat oven to 350 degrees F (175 degrees C).  Grease and line with parchment two 9 inch round pans.', 'Combine the crumbs, 1/2 cup pecans, flour, baking powder, and salt.', 'In a large bowl, cream the butter and the light brown sugar until fluffy.  Slowly beat in the egg yolks, one at a time.  Stir in the vanilla.  Alternately add the milk and the crumb mixture while beating on low.', 'Beat the egg whites in a bowl until foamy. Add the sugar slowly, and beat to soft peaks.  Fold into the crumb batter, and pour into the pans.', 'Bake for 25 minutes, or until a tester comes out clean.  Cool in the pans on a rack about 10 minutes, then invert and cool completely.', 'To Make Frosting:  In a saucepan over medium heat, melt the 2 tablespoon sugar until it turns golden.  Remove from heat, and add 4 tablespoons of the butter; swirl.  Whisk in the dark brown sugar, and place back on the heat.  Bring to a boil, stirring all the time.  Add the cream, and bring back to a boil.  Boil 1 minute, and remove caramel from heat.', ""Place the confectioners' sugar in a large bowl, and mixing on medium speed, slowly drizzle in the caramel.  Beat until the bottom of the bowl is just barely warm, about 5 minutes. Add the remaining 1 1/4 cups butter, 1 tablespoon at a time.  Beat until smooth, and chill frosting until ready to ice the cake.  Frost the cake, and press the pecans into the sides."""
"'1 cup butter', '2 cups white sugar', '5 eggs', '1 (16 ounce) package graham cracker crumbs', '2 teaspoons baking powder', '2/3 cup milk', '1 cup flaked coconut', '1 cup chopped pecans', '1/2 cup butter', '1 (3 ounce) package cream cheese', ""4 cups confectioners' sugar"", '1 (8 ounce) can crushed pineapple, drained'","""Graham Cracker Cake II""'Cream 1 cup butter or margarine.  Add white sugar gradually.  Beat until mixture is light and fluffy.  Add eggs, one at a time, beat after each addition.  Add cracker crumbs and baking powder, alternately with milk.  Blend in coconut and nuts.', 'Bake in preheated 350 degrees F (175 degrees C) oven in 3 - 9 inch pans for 25 to 30 minutes.', ""To Make Cream Cheese Glaze:  Cream 1/2 cup butter and cream cheese.  Add confectioners' sugar, then pineapple.  Mix well.  Fill and frost layers."""
"'32 graham crackers', '1 cup white sugar', '1/2 cup butter, softened', '5 egg yolks', '2 teaspoons vanilla extract', '1/2 teaspoon ground cinnamon', '2 tablespoons all-purpose flour', '2 teaspoons baking powder', '1 cup milk', '1 cup chopped walnuts', '1/3 cup cream cheese, softened', '1/4 cup butter, softened', '1 teaspoon vanilla extract', ""2 cups confectioners' sugar""","""Graham Cracker Cake III""'Preheat oven to 325 degrees F (165 degrees C). Grease and four a 9x13 inch glass baking dish.', 'Crush graham crackers into crumbs. Be patient, it takes time. Mix graham cracker crumbs with flour and baking soda. Set aside.', 'Cream sugar and 1/2 cup butter until light and fluffy. Add yolks, 2 teaspoons vanilla and cinnamon.', 'Add flour mixture to creamed mixture alternately with milk. Stir in nuts. Spread into 9x13 inch pan.', 'Bake at 325 degrees F (165 degrees C) for 40 to 45 minutes, or until toothpick, inserted into cake comes out clean. Cool completely.', 'Cream together the cream cheese and 1/4 cup butter until smooth. Add confectioners sugar and mix in. Add 1 teaspoon vanilla. Spread evenly over cooled cake.'"
"'1\u2009⅓ cups graham cracker crumbs', '¾ cup chopped walnuts', '¾ cup packed brown sugar', '1\u2009½ teaspoons ground cinnamon', '⅔ cup butter, melted', '1 (18.25 ounce) package yellow cake mix', '1 cup water', '¼ cup vegetable oil', '3  eggs', ""1 cup confectioners' sugar"", '1\u2009½ teaspoons vanilla extract', '½ teaspoon butter flavored extract (optional)'","""Graham Streusel Coffee Cake""'Preheat oven to 350 degrees F (175 degrees C). Grease a 9x13 inch pan. Make the streusel: In a medium bowl, combine the graham cracker crumbs, nuts, brown sugar and cinnamon. Stir in the melted butter. Set aside.', 'In a large mixing bowl, combine the cake mix, water, oil, and eggs. Beat on low speed with an electric mixer just until moistened. Beat on medium speed for 2 minutes longer. Spread 1/2 of the batter into a greased 9x13 inch pan. Sprinkle on 1/2 of the streusel mixture. Carefully spread the remaining 1/2 of the cake batter over the streusel, and sprinkle with the remaining streusel.', 'Bake for 35 to 40 minutes or until a toothpick inserted comes out clean. Cool slightly, then drizzle with the powdered sugar icing.  Best if served warm.  Makes 12 to 16 servings.', 'To make the Icing:  In a small bowl, combine confectioners sugar with vanilla and butter flavoring. Add a few drops of water until you achieve drizzling consistency.'"
"'1/2 cup butter', '1 1/2 cups white sugar', '4 eggs', '3 bananas, sliced', '1 cup sour cream', '1 teaspoon baking soda', '2 cups all-purpose flour'","""Gramma Bertha's Banana Cake""'Preheat oven to 350 degrees F (175 degrees C). Spray a 10 inch Bundt pan with non-stick cooking spray.', 'In a large bowl, cream together the butter and sugar until light and fluffy. Beat in the eggs one at a time. Beat in the sliced bananas, sour cream and baking soda. Beat in the flour. Pour batter into prepared pan.', 'Bake in the preheated oven for 60 minutes, or until a toothpick inserted into the center of the cake comes out clean. Let cool in pan for 10 minutes, then turn out onto a wire rack and cool completely.'"
"'1 (18.25 ounce) package white cake mix', '1 (3 ounce) package lime flavored Jell-O® mix', '3/4 cup boiling water', '1/2 cup cold water', '4 (1.3 ounce) envelopes whipped topping mix', '1 (3 ounce) package instant lemon pudding mix', '1 1/2 cups milk'","""Gramma's Party Cake""'Dissolve the gelatin in the boiling water. Mix in the cold water and set aside.', 'Mix and bake cake as directed for one 9x13 inch pan. Let cake cool for 20 to 25 minutes.', 'Poke holes in cake about 1 inch apart. Pour gelatin into holes and over the top of the cake. Refrigerate cake while making the topping.', 'Mix instant pudding, whipped topping mix and milk until stiff. Frost cake and store in refrigerator.'"
"'4 eggs', '1 cup water', '1 (1.3 ounce) envelope dry whipped topping mix (such as Dream Whip®)', '1 (18 ounce) package yellow cake mix', '1/4 cup poppy seeds', ""1 tablespoon confectioners' sugar""","""Gram's Poppy Seed Cake""'Preheat an oven to 350 degrees F (175 degrees C). Grease and flour a 10 inch tube pan or Bundt pan.', 'In a large bowl, beat together the eggs, water, whipped topping mix, yellow cake mix, and poppy seeds until light and fluffy, 3 to 4 minutes. Pour into the prepared pan.', ""Bake in the preheated oven until a toothpick inserted into the center comes out clean, about 40 minutes. Cool in the pan for 10 minutes before removing to cool completely on a wire rack. Sprinkle with the confectioner's sugar."""
"'1 (16 ounce) package buttery round crackers, crushed', '1 cup butter, melted', '1/2 cup white sugar', '1/2 gallon vanilla ice cream, softened', '1/2 cup milk', '2 (3.4 ounce) packages instant vanilla pudding mix', '1 (12 ounce) container frozen whipped topping, thawed'","""Grandma Betty's Ice Cream Cake""'To Make Crust: Combine crackers, butter and sugar in a 9x13 inch baking dish and press mixture into sides and bottom of dish.', 'In a large bowl, combine ice cream and milk with electric mixer. Blend in pudding mix, then pour mixture into prepared crust. Top with whipped topping and refrigerate for 2 hours before serving.'"
"'3 cups water', '1 1/2 cups raisins', '3 cups all-purpose flour', '2 tablespoons ground cinnamon', '1 1/2 tablespoons baking powder', '1 tablespoon baking soda', '1/2 teaspoon salt', '1 pound pecan halves', '2 tablespoons all-purpose flour', '2 cups white sugar', '1 1/2 cups canola oil', '4 eggs, beaten', '3 cups candied fruit'","""Grandma Leone's Fruit Cake""'Preheat oven to 350 degrees F (175 degrees C). Grease two 8x8-inch baking pans.', 'Bring water and raisins to a boil in a saucepan; cook until raisins are plump, about 2 minutes. Drain and cool raisins; reserve raisin water.', 'Mix 3 cups flour, cinnamon, baking powder, baking soda, and salt together in a bowl. Place pecans and 2 tablespoons flour in a resealable plastic bag; close and shake bag until pecans are coated. Pour pecans into a colander and shake off excess flour.', 'Whisk sugar, oil, eggs, and cooled raisin water together in a bowl; fold in candied fruit. Stir flour mixture, 1/2 cup at a time, into sugar mixture until fully incorporated; fold in raisins and pecans. Fill the prepared pans a little over half full.', 'Bake in the preheated oven for 40 minutes. Lower temperature to 325 degrees F (165 degrees C); bake until a knife inserted in the center of the cake comes out clean, about 1 more hour.'"
"'3 cups all-purpose flour', '1/2 teaspoon salt', '1/4 teaspoon baking soda', '3 cups white sugar', '1 cup shortening', '1 cup buttermilk', '6 eggs', '2 tablespoons lemon extract', '1 teaspoon vanilla extract', '1 teaspoon butter-flavored extract'","""Grandma Ruby's Buttermilk Pound Cake""'Preheat oven to 325 degrees F (165 degrees C). Grease and flour a fluted tube pan (such as Bundt(R)).', 'Sift flour, salt, and baking soda together into a bowl. Repeat sifting process 2 more times.', 'Beat sugar and shortening together until smooth and creamy. Add flour mixture, buttermilk, eggs, lemon extract, vanilla extract, and butter extract; beat until batter is just combined. Pour batter into prepared tube pan.', 'Bake in the preheated oven until a toothpick inserted into the center of the cake comes out clean, about 75 minutes. Cool in the pan for 15 minutes before removing to a wire rack to cool completely.'"
"'Prune Cake:', '2 cups Sunsweet® Amaz!n™ Prunes, pitted', '2 1/2 cups all-purpose flour', '1 tablespoon ground cinnamon', '1 teaspoon ground cloves', '1 teaspoon ground nutmeg', '2 cups granulated sugar', '3 eggs', '2 tablespoons butter', '1 cup Sunsweet® Amaz!n™ Prune Juice', '1 tablespoon baking soda', 'Sauce:', '1/2 cup butter', '1 cup granulated sugar', '1 tablespoon white corn syrup or honey', '1/2 cup whipping cream', '1/2 teaspoon baking soda'","""Grandma Ruby's Prune Cake""'Preheat oven to 350 degrees F. Line a 9x13-inch baking pan with parchment paper.', 'Add prunes to a saucepan; cover with water and bring to a boil. Remove from heat and let stand for 10 minutes. Strain any excess water. Mash prunes and set aside. In a bowl, stir flour with cinnamon, cloves and nutmeg; set aside. In a separate bowl, beat sugar with eggs and 2 tablespoons butter until blended. In a measuring cup, mix prune juice with 1 tablespoon baking soda. Stir into mixture alternating with flour mixture. Stir in mashed prunes. Transfer to prepared baking pan.', 'Bake for 30 to 35 minutes or until tester inserted into center comes out clean. Cool for 15 minutes. Remove from pan and cool completely on rack. Meanwhile, prepare the sauce.', 'Sauce: Add 1/2 cup butter, sugar, syrup, cream and 1/2 teaspoon baking soda to a small saucepan set over medium heat; bring to a boil. Boil for 2 minutes. Cut cake and serve with warm sauce.'"
"'1 3/4 cups white sugar', '3/4 cup butter, softened', '3 eggs', '1 1/2 cups honey', '5 cups all-purpose flour', '2 1/2 teaspoons baking powder', '2 1/2 teaspoons baking soda', '2 cups strong brewed coffee', '2 cups almonds', '1 cup raisins', '1 teaspoon grated orange zest', '1 teaspoon vanilla extract', '1 teaspoon ground cinnamon'","""Grandma Sadie's Honey Cake""'Preheat oven to 350 degrees F (175 degrees C). Grease a two 8-inch baking dishes.', 'Beat sugar and butter together in a bowl using an electric mixer until smooth and creamy. Add eggs, 1 at a time, beating well after each addition. Mix honey into creamed butter-egg mixture.', 'Sift flour, baking powder, and baking soda into a separate bowl. Slowly mix flour mixture, alternating with the coffee, into honey mixture until batter is just mixed. Fold almonds and raisins into batter; add orange zest, vanilla extract, and cinnamon into batter. Pour batter into the prepared baking dishes.', 'Bake in the preheated oven until a knife inserted in the center of the cake comes out clean, about 1 hour.'"
"'1 cup rolled oats', '1\u2009¼ cups boiling water', '½ cup butter', '1 cup white sugar', '1 cup packed brown sugar', '2  eggs', '1\u2009⅓ cups all-purpose flour', '1 teaspoon baking soda', '½ teaspoon salt', '1 teaspoon ground cinnamon', '½ teaspoon ground nutmeg', '1 teaspoon vanilla extract', '6 tablespoons melted butter', '1\u2009½ cups packed brown sugar', '¾ cup evaporated milk', '1\u2009½ cups flaked coconut', '1\u2009½ cups chopped walnuts', '1 teaspoon vanilla extract'","""Grandma Snyder's Oatmeal Cake""'Pour water over oats, let stand.', 'Cream 1/2 cup  butter or margarine and sugars.   Add eggs and blend in a large mixing bowl.   Sift the flour, baking soda, salt, cinnamon and nutmeg together.  Add to sugars and egg mixture.  Add vanilla and oats mixture, blend well.', 'Pour batter into a 9 x 13 inch pan.', 'Bake in a preheated 350 degrees F (175 degrees C) oven for 30-40 minutes.', 'To Make Icing:  Mix together 6 tablespoons melted butter, 1 1/2 cups brown sugar, 3/4 cup evaporated milk, coconuts, nuts, and 1 teaspoon vanilla.', 'Pour this coconut concoction over the hot cake.', ""Put cake under broiler, and watch close so nuts don't burn, about 5-10 minutes.  Serve hot or let cool.  Enjoy."""
"'2 cups all-purpose flour', '2 teaspoons baking soda', '1 teaspoon ground cinnamon', '2 cups white sugar', '1 cup vegetable oil', '3 eggs', '1 teaspoon vanilla extract', '1 cup chopped walnuts', '1 (15 ounce) can crushed pineapple, drained', '2 cups carrots, grated', '1 cup flaked coconut', '1/2 cup butter', '1 cup white sugar', '1/2 cup buttermilk', '1 teaspoon vanilla extract'","""Grandma's Carrot Cake""'Preheat oven to 350 degrees F (175 degrees C). Grease a 9x13 inch pan. Sift together the flour,  baking soda and cinnamon. Set aside.', 'In a large bowl, combine the sugar and oil until blended.  Beat in the eggs one at a time, then stir in the vanilla. Stir in the flour mixture just until incorporated.  Fold in the pineapple, carrots, coconut and walnuts.  Pour batter into prepared pan.', 'Bake in the preheated oven for 45 minutes, or until a toothpick inserted into the center of the cake comes out clean.  While still warm, poke holes in the cake with a fork.', 'For the glaze:  In a saucepan, combine butter, sugar, buttermilk and vanilla.  Bring mixture to a boil over medium heat, then reduce heat and cook for 5 minutes.  Pour glaze over warm cake, then allow to cool completely.'"
"'2 cups all-purpose flour', '1 cup unsweetened cocoa powder', '2 cups white sugar', '2 teaspoons baking soda', '1 teaspoon baking powder', '1/4 teaspoon salt', '1 cup nonfat milk', '2 (4 ounce) jars pureed prunes baby food', '2 teaspoons vanilla extract', '4 egg whites', '1 cup strong brewed coffee'","""Grandma's Chocolate Marvel Cake""'Spray two 9 inch round cake pans with nonstick spray.  Preheat oven to 350 degrees C (175 degrees C).', 'In large mixing bowl, sift together flour, cocoa, sugar, baking soda, baking powder, and salt.', 'In medium bowl, stir together milk, prunes, vanilla, egg whites or egg mixture, and coffee.  Pour moist ingredients into dry, blending well.  Divide batter equally between pans.', 'Bake for 30 to 35 minutes, or until toothpick comes out clean.  Let cool ten minutes in pan.  Invert on wire rack, cool.'"
"'2 1/4 cups all-purpose flour', '1 teaspoon baking soda', '1 teaspoon baking powder', '1/4 teaspoon salt', '1 cup white sugar', '1/3 cup orange juice', '2 eggs', '1 cup buttermilk', '2 tablespoons cranberry-flavored liqueur', '3/4 cup vegetable oil', '1 cup chopped dates', '1 cup fresh cranberries', '2 tablespoons grated orange zest', '1 cup orange juice', '3/4 cup white sugar'","""Grandma's Cranberry Orange Cake""'Preheat the oven to 350 degrees F (175 degrees C). Grease and flour a 10 inch tube pan. Sift together the flour, baking soda, baking powder and salt; set aside.', 'In a large bowl, mix together 1 cup of white sugar, 1/3 cup of orange juice, eggs, buttermilk, cranberry liqueur, and vegetable oil using an electric mixer. Add the dry ingredients and mix just until moistened. Fold in the chopped dates, cranberries and orange zest. Pour the batter into the prepared pan and spread evenly.', 'Bake for 1 hour in the preheated oven, or until a knife inserted into the crown of the cake comes out clean. Let the cake cool in the pan set over a wire rack for 15 to 20 minutes.', 'Remove the cake from the pan and place on a serving plate. In a small saucepan, stir together 1 cup of orange juice and 3/4 cup of white sugar. Bring to a boil, stirring until the sugar has dissolved. Use a turkey baster or large spoon to drizzle the sauce over the cake. Poke the cake with a fork or skewer to help it absorb all of the sauce, or until the cake is thoroughly moistened.'"
"'1 cup all-purpose flour', '1 teaspoon baking soda', '1 teaspoon ground cinnamon', '1/2 teaspoon salt', '1 cup white sugar', '1 egg', '1/4 cup vegetable oil', '2 cups apple - peeled, cored, and chopped', '1/2 cup chopped walnuts', '1/2 cup raisins or dates'","""Grandma's Fresh Apple Cake""'Preheat oven to 350 degrees F (175 degrees C). Grease and flour an 8x4-inch loaf pan.', 'Sift together the flour, baking soda, cinnamon and salt. Set aside.', 'In a medium bowl, mix together the sugar, egg, and oil. Stir in the flour mixture just until combined, and fold in the apples, nuts, and raisins.', 'Bake for 55 to 60 minutes in the preheated oven, or until a toothpick inserted into the cake comes out clean.'"
"'1 (18.25 ounce) package chocolate cake mix', '1 1/2 cups milk', '8 tablespoons all-purpose flour', '1 1/4 cups butter', '5 tablespoons shortening', '1 1/2 cups white sugar', '1 teaspoon vanilla extract', '1/4 cup unsweetened cocoa powder', '1 pinch salt', '1 cup white sugar', '1/4 cup milk', '1/4 cup butter'","""Grandma's Fudge Cake""'Bake chocolate cake mix according to package directions for two 9 inch layers. Let cakes cool then split layers in half.', 'In a saucepan mix 1-1/2 cups milk with 8 tablespoons flour, cook until thick and set aside to cool.', 'Beat 1 1/4 cup of butter and 5 tablespoons shortening until fluffy.  Add 1-1/2 cups sugar and mix well. Stir in the flour mixture.  Beat until mixture stands in peaks. Stir in vanilla.', 'Spread this mixture between the cake layers and refrigerate for 2 hours.', 'In a saucepan combine cocoa, 1 cup sugar, salt, 1/4 cup milk, and 1/4 cup butter. Cook over low heat and bring to a boil.  Boil mixture for one minute, do not stir. Remove from heat and add 1 teaspoon vanilla and beat until thick, this may take a few minutes.  Once thick pour mixture over cooled cake and let drizzle down sides of cake and over top.  Keep cake refrigerated.'"
"'1 (18.25 ounce) package yellow cake mix', '1 cup sour cream', '4  eggs', '⅔ cup vegetable oil', '1 cup brown sugar', '3\u2009½ teaspoons ground cinnamon', ""3 cups confectioners' sugar"", '¾ cup milk', '2 teaspoons vanilla extract'","""Grandma's Honey Bun Cake""'Preheat oven to 325 degrees F (165 degrees C). Lightly oil a 9x13-inch baking pan.', 'Combine cake mix, sour cream, eggs, and oil in a bowl. Beat with an electric mixer for 3 minutes. Pour half of the batter into the prepared baking pan.', 'Mix brown sugar and cinnamon together in a small bowl. Sprinkle over batter in the pan. Carefully pour the remainder of the batter over the cinnamon-sugar layer.', 'Bake in the preheated oven until a toothpick inserted into the center comes out clean, 45 to 50 minutes.', ""Mix confectioners' sugar, milk, and vanilla together in a bowl. Poke holes in the hot cake with a fork and pour sugar mixture over the top of the cake. Let cake cool completely before serving, about 30 minutes."""
"'1 cup butter', '2 cups white sugar', '4 eggs', '2 1/2 cups self-rising flour', '1 cup milk', '1 tablespoon vanilla extract'","""Grandma's Moist Cake""'Preheat oven to 350 degrees F (175 degrees C). Grease and flour three 8 inch pans.', 'In a medium bowl, cream together the butter and sugar. Beat in the eggs, one at a time. Combine the milk and vanilla, add alternately to the creamed mixture with the flour, ending with the flour. Mix only as much as necessary. Pour into the prepared pans.', 'Bake for 15 to 20 minutes in the preheated oven. Cake will pull away from the sides of the pan slightly when done. Allow cakes to cool in the pans for a few minutes before removing to wire racks to cool completely.'"
"'1/3 cup butter', '1/2 cup brown sugar, packed', '8 pineapple rings', '8 pecan halves', '1 cup all-purpose flour', '1 teaspoon baking powder', '1/4 teaspoon salt', '2/3 cup white sugar', '2 eggs', '1/4 cup pineapple juice'","""Grandma's Pineapple Upside-Down Cake""'Melt butter in a 9-inch cast iron skillet over medium heat. Stir in brown sugar; heat until bubbly. Remove from heat. Arrange pineapple slices and pecans on top.', 'Sift flour, baking powder, and salt together in a bowl; repeat sifting twice more.', 'Beat white sugar and eggs together in a bowl with an electric mixer until light and fluffy.', 'Alternate folding flour mixture and pineapple juice into the egg mixture in 3 portions, beginning and ending with the flour mixture. Pour over pineapple slices.', 'Bake in the preheated oven until a toothpick inserted into the center comes out clean, 30 to 35 minutes. Carefully invert onto a serving platter.'"
"'2 cups butter, softened', '3 cups white sugar', '6 eggs, room temperature', '1 teaspoon vanilla extract', '3 cups all-purpose flour', '1/4 teaspoon baking soda', '1/2 teaspoon salt', '1 pinch ground mace', '1 cup sour cream', ""1 tablespoon confectioners' sugar for dusting""","""Grandma's Sour Cream Pound Cake""'Preheat the oven to 350 degrees F (175 degrees C). Grease and flour a 10-inch Bundt pan or 9-inch tube pan.', 'Beat the butter and sugar with an electric mixer in a large bowl until light and fluffy. The mixture should be noticeably lighter in color. Add the room-temperature eggs one at a time, allowing each egg to blend into the butter mixture before adding the next. Beat in the vanilla with the last egg.', 'Pour the flour mixture into the bowl alternately with the sour cream, mixing until just incorporated. Transfer the batter into the prepared pan and spread it smooth.', ""Bake in the preheated oven until a toothpick inserted in the cake comes out clean, about 1 hour and 20 minutes. Cool for at least 10 minutes before inverting pan onto a cooling rack, and tapping out the cake. Dust with confectioners' sugar before serving."""
